COL_ID	ITEM_ID	COL_CD	DICT_ID	COL_ORDER	COL_TYPE	VISIBLE	EDITABLE	TEXT_ALIGN	NECESSARY	COL_WIDTH	IN_COL_INDEX	IN_COL_DEFAULT_VALUE
1779	3051	planBreakdown	2719	24	text	1	0	right	0	200		
1780	3051	sumStoreNum	793	25	number	1	0	right	0	250		
1781	3051	storeBreakdown	2721	26	text	1	0	right	0	200		
1782	3051	mlocation.locationNm	1068	27	text	1	0		0	250		
1783	3051	planLot	624	28	text	1	0		0	170		
1784	3051	planLimitDt	625	29	date	1	0		0	150		
1785	3051	treceivePlanH.mclient.clientCd	299	30	text	1	0		0	200		
1786	3051	treceivePlanH.mclient.clientNm	305	31	text	1	0		0	200		
1787	3051	treceivePlanH.mcenter.centerCd	202	32	text	1	0		0	200		
1788	3051	treceivePlanH.mcenter.centerNm	208	33	text	1	0		0	200		
1789	3060	lineNo	774	1	number	1	0	right	0	60		
1790	3060	treceivePlanH.planClientReceiveNo	662	2	text	1	0		0	210	2	
1791	3060	treceivePlanH.planSupplierCd	393	3	text	1	0		0	200	3	
1792	3060	treceivePlanH.mcustomerByPlanSupplierId.customerNm	396	4	text	1	0		0	300		
1793	3060	treceivePlanH.mcustomerByPlanSupplierId.customerAbbr	714	5	text	1	0		0	250		
1794	3060	treceivePlanH.receivePlanDt	574	6	text	1	0		0	150	6	
1795	3060	treceivePlanH.mprocessType.processTypeCd	751	7	text	1	0		0	170	7	
1796	3060	treceivePlanH.mstockType.stockTypeCd	777	8	text	1	0		0	170	8	
1797	3060	treceivePlanH.planDepositCd	776	9	text	1	0		0	300	9	
1798	3060	productCd	470	10	text	1	0		0	245	10	
1799	3060	mproduct.productNm	474	11	text	1	0		0	300		
1800	3060	mproduct.productAbbr	475	12	text	1	0		0	300		
1801	3060	mproduct.janCd	180	13	text	1	0		0	205		
1802	3060	planNum	628	14	number	1	0	right	0	95	14	
1803	3060	planWarehouseCd	753	15	text	1	0		0	300	15	
1804	3060	planLocationCd	622	16	text	1	0		0	200	16	
1805	3060	planLot	624	17	text	1	0		0	170	17	
1806	3060	planLimitDt	625	18	text	1	0		0	150	18	
1807	3060	planClientOrderNo	663	19	text	1	0		0	210	19	
1808	3060	treceivePlanSpareAsOne.spareStr1	2645	20	text	1	0		0	400	20	
1809	3060	treceivePlanSpareAsOne.spareStr2	2646	21	text	1	0		0	400	21	
1810	3060	treceivePlanSpareAsOne.spareStr3	2647	22	text	1	0		0	400	22	
1811	3060	treceivePlanSpareAsOne.spareNum1	2648	23	number	1	0	right	0	150	23	
1812	3060	treceivePlanSpareAsOne.spareNum2	2649	24	number	1	0	right	0	150	24	
1813	3060	treceivePlanSpareAsOne.spareNum3	2650	25	number	1	0	right	0	150	25	
1814	3060	errorMessageNm	989	26	text	1	0		0	400		
1815	3070	lineNo	774	1	number	1	0	right	0	60		
1816	3070	productCd	470	2	text	1	1		1	245		
1817	3070	mproduct.productNm	474	3	text	1	0		0	300		
1818	3070	mproduct.productAbbr	475	4	text	1	0		0	300		
1819	3070	mproduct.janCd	180	5	text	1	0		0	205		
1820	3070	unitNumBreakdown	2717	6	text	1	0	right	0	220		
1821	3070	planNum	628	7	calcnumber	1	1	right	1	290		
