メッセージマスタ	メッセージマスタ	メッセージマスタ	メッセージマスタ	メッセージマスタ	メッセージマスタ	HTメッセージマスタ	メッセージマスタ	メッセージマスタ	メッセージマスタ	HTメッセージマスタ	メッセージマスタ	メッセージマスタ	メッセージマスタ	HTメッセージマスタ
productNmNotInputError	error	wms	ja-JP	商品名称を入力して下さい。	未入力									
productNotFoundError	error	wms	ja-JP	商品マスタに存在しません。	未存在	商品マスタに存在しません。								
productShapeCannotDeleteUseLocationError	error	wms	ja-JP	商品荷姿([0])はロケーション([1])の補充商品で使用しているため削除できません。	ロケーションマスタ使用中									
productShapeGrpBulkCannotUpdateUseLocationError	error	wms	ja-JP	在庫管理単位はロケーションの補充商品に使用しているため、変更できません。	使用中変更不可									
productShapeGrpCannotUpdateUseLocationError	error	wms	ja-JP	在庫管理単位はロケーション([0])の補充商品に使用しているため、変更できません。	変更不可									
productShapeGrpDtlCannotUpdateError	error	wms	ja-JP	最小在庫管理単位は使用中のため、変更できません。	使用中変更不可									
productShapeInputProgramNameInputWorkInformation	info	wms	ja-JP	商品荷姿マスタ取込（ワーク取込）	プログラム名称情報									
productShapeInputProgramNameRegisterInformation	info	wms	ja-JP	商品荷姿マスタ取込（データ移行）	プログラム名称情報									
productShapeMasterBulkInputProgramNameInformation	info	wms	ja-JP	商品荷姿マスタ一括登録	プログラム名称情報									
productShapeNotFoundError	error	wms	ja-JP	商品荷姿マスタに存在しません。	未存在									
publicCdBulkInputCheckInputMaxError	error	wms	ja-JP	全国地方公共団体コードは最大5文字以下を入力して下さい。	最大5文字以下									
publicCdCheckInputMaxError	error	wms	ja-JP	全国地方公共団体コードは最大[0]文字以下を入力して下さい。	最大[0]文字以下									
publicCdCheckNumericOnlyError	error	wms	ja-JP	全国地方公共団体コード 数値のみ	数値のみ									
qtyMustGreaterThanZero	error	wms	ja-JP	数量は0より大きい値を入力して下さい。	0＜数量									
qtyNotInputError	error	wms	ja-JP	数量を入力して下さい。	未入力	数量を入力して下さい。								
reasonTypeNotFoundError	error	wms	ja-JP	変更理由が存在しません。	未存在									
receiveCompletedNotSelectError	error	wms	ja-JP	入荷済を選択して下さい。	未選択									
receiveDeliveryStatusNotSelectError	error	wms	ja-JP	入荷納品ステータスを選択して下さい。	未選択									
receiveDetailLineNotSelectError	error	wms	ja-JP	入荷する明細行を選択して下さい。	未選択									
receiveDtNotSelectError	info	wms	ja-JP	入荷日が空白以外の行を選択して下さい。	未選択									
receiveDtUpdateConfirmation	confirm	wms	ja-JP	入荷日が変更されています。以前に入荷した商品の入荷日も変更されますが、登録して宜しいですか？										
receiveErrorCheckStartError	error	wms	ja-JP	未入荷またはエラー以外の入荷予定はエラーチェックできません。	未入荷またはエラー以外									
receiveInputFoundCompletedInformation	info	wms	ja-JP	入荷入力済です。	存在情報									
receiveInspectionCannotExecuteNotFoundPlanDataError	error	wms	ja-JP	予定なしで登録された商品は検品できません。	予定無し									
receiveLimitDtManagFlgCannotInputExceptLimitDtManagementProductError	error	wms	ja-JP	この商品は期限日管理対象外です。予定期限日は入力しないで下さい。	入力不可									
receiveLimitNumCannotInputExceptLimitDtManagFlgProductError	error	wms	ja-JP	期限日管理フラグに[管理しない]を設定した場合、入荷期限日数は入力しないで下さい。	入荷期限日数入力不可									
receiveLimitNumCheckInputDecimalError	error	wms	ja-JP	入荷期限日限界日数に小数は入力できません。	小数不可									
receiveLimitNumCheckInputIntegerLengthError	error	wms	ja-JP	入荷期限日数は整数[0]桁以内を入力して下さい。	整数[0]桁以内									
receiveLimitNumCheckInputMaxError	error	wms	ja-JP	入荷期限日限界日数は整数5桁以内を入力して下さい。	整数5桁以内									
receiveLimitNumCheckNumericOnlyError	error	wms	ja-JP	入荷期限日限界日数 数値のみ	数値のみ									
receiveLimitNumInputRequestMinIsZeroError	error	wms	ja-JP	入荷期限日限界日数は最小0以上を入力して下さい。	最小0以上									
receiveLimitNumNotInputError	error	wms	ja-JP	入荷期限日数を入力して下さい。	未入力									
receiveLotManagFlgCannotInputExceptLotManagementProductError	error	wms	ja-JP	この商品はロット管理対象外です。予定ロットは入力しないで下さい。	入力不可									
receiveNumberNotInputError	error	wms	ja-JP	入荷番号を入力して下さい。	未入力									
receivePartInsertStartError	error	wms	ja-JP	入荷検品ステータスが未完以外は分納／打切りすることはできません。	登録									
receivePlanBulkInputProgramNameInformation	info	wms	ja-JP	入荷予定一括登録	プログラム名称情報									
receivePlanCannotChangeCneterTransitError	error	wms	ja-JP	センタ間移動の入荷予定は変更できません。	センタ間移動									
receivePlanCannotChangeExceptNotOrErrorError	error	wms	ja-JP	未入荷、エラー以外の商品が含まれているため、入荷予定の削除は出来ません。	未入荷、エラー以外変更不可									
receivePlanCannotChangeReceivingOrCompletedError	error	wms	ja-JP	入荷中／入荷済の商品が含まれているため、入荷予定の変更は出来ません。	入荷中／入荷済変更不可									
receivePlanCannotDeleteCneterTransitError	error	wms	ja-JP	センタ間移動の入荷予定は削除できません。	センタ間移動									
receivePlanCannotRegisterProcessTypeUnmatchError	error	wms	ja-JP	同一の予定顧客入荷指示Ｎo.内で処理区分が異なっている為、登録できません。	同一入荷指示Ｎo.内不一致									
receivePlanCannotRegisterReceivePlanDtUnmatchError	error	wms	ja-JP	同一の予定顧客入荷指示Ｎo.内で入荷予定日が異なっている為、登録できません。	同一入荷指示Ｎo.内不一致									
receivePlanCannotRegisterStockTypeUnmatchError	error	wms	ja-JP	同一の予定顧客入荷指示Ｎo.内で在庫区分が異なっている為、登録できません。	同一入荷指示Ｎo.内不一致									
receivePlanCannotRegisterSupplierUnmatchError	error	wms	ja-JP	同一の予定顧客入荷指示Ｎo.内で仕入先が異なっている為、登録できません。	同一入荷指示Ｎo.内不一致									
receivePlanCannotSelectReceiveCompletedError	error	wms	ja-JP	入荷入力対象外です。	選択不可									
receivePlanChangeStartError	error	wms	ja-JP	未入荷またはエラー以外の入荷予定は修正できません。	未入荷またはエラー以外									
receivePlanDataDeleteInformation	info	wms	ja-JP	入荷データが削除されました。	削除不可情報									
receivePlanDeleteStartError	error	wms	ja-JP	未入荷またはエラー以外の入荷予定は削除できません。	削除									
receivePlanDtDateError	error	wms	ja-JP	入荷予定日が日付不正(形式:yyyy/MM/dd)	日付不正(形式:yyyy/MM/dd)									
receivePlanDtNotInputError	error	wms	ja-JP	入荷予定日を入力して下さい。	未入力									
receivePlanDtUnmatchInClientReceiveNoOnBulkError	error	wms	ja-JP	同一の顧客入荷指示No、仕入先内で入荷予定日が不一致です。	顧客入荷指示No.内不一致									
receivePlanRegisterproductCodeNotFoundConfirmation	confirm	wms	ja-JP	商品情報がマスタに存在しませんが、登録して宜しいですか？	登録確認									
receivePlanUpdateDetailLineNotInputConfirmation	confirm	wms	ja-JP	明細行が入力されていません。対象データを削除して宜しいですか？	更新確認									
receivePlanUpdateproductCodeNotFoundConfirmation	confirm	wms	ja-JP	商品情報がマスタに存在しませんが、更新して宜しいですか？	更新確認									
receiveQtyRegisterMoreThanPlanConfirmation	confirm	wms	ja-JP	入荷予定数を超えていますが、登録しますか？	登録確認									
receiveResultCancelConfirmation	confirm	wms	ja-JP	入荷実績を取り消しますか？	取消確認									
receiveResultCancelDisregardExclusiveControlConfirmation	confirm	wms	ja-JP	他端末で検品中ですが、入荷取消を行ってもよろしいですか？	他端末検品中取消確認									
receiveResultInsertStartError	error	wms	ja-JP	エラーの入荷予定に対し、実績は登録できません。	登録									
receiveSlipNoCheckAlphabetAndNumericAndHyphenOnlyError	error	wms	ja-JP	WMS入荷伝票No.英数字と-のみ	英数字と-のみ									
receiveSlipNoCheckInputMaxError	error	wms	ja-JP	WMS入荷伝票No.は最大13文字以下を入力して下さい。	最大13文字以下									
receiveSlipNoNotFoundError	error	wms	ja-JP	WMS入荷伝票No.が存在しません。	未存在									
receiveSlipNoNotSelectError	info	wms	ja-JP	WMS入荷伝票No.が空白以外の行を選択して下さい。	未選択									
recommendedLocationNotFoundInLocationMasterError	error	wms	ja-JP	入庫推奨ロケーションがロケーションマスタに存在しません。	未存在									
recommendedWarehouseNotFoundInWarehouseMasterError	error	wms	ja-JP	推奨倉庫が倉庫マスタに存在しません。	未存在									
registerePackingInformationFailedInformation	info	wms	ja-JP	梱包情報登録時にエラーが発生しました。	失敗情報									
registeredLineCannotDeleteError	error	wms	ja-JP	登録済の行は削除は出来ません。	削除不可									
replenishDepositCdNotFoundError	error	wms	ja-JP	補充預託CDは取引先マスタ存在しません。	未存在									
replenishDepositCdNotInputError	error	wms	ja-JP	補充預託CDを入力して下さい。	未入力									
replenishInfoInputError	error	wms	ja-JP	ピックロケ以外の場合、補充情報は設定しないで下さい。	入力設定不可									
replenishInstCannnotRegisterInstNumZeroError	error	wms	ja-JP	補充指示数が0以下のデータは補充できません。	補充指示数が0以下のデータは存在									
replenishInstCannnotRegisterPageDataIsOldError	error	wms	ja-JP	画面で操作しているデータが古い為、最新情報を検索して下さい。	画面で操作しているデータが古い									
